Sep2,Sep2-PA-450,0,3
aft,aft-PA-2037,44,59
CG15634,CG15634-PA-197,6,0
Smyd4,Smyd4-PA-1827,2,0
Catsup,Catsup-PA-728,3,0
CG33465,CG33465-PC-100,16,0
brk,brk-PA-1944,1,0
CG43127,CG43127-PD-474,1,0
LRP1,LRP1-PC-4305,1,0
CG3280,CG3280-PD-5923,1,0
Try29F,Try29F-PC-612,4,7
CG14322,CG14322-PA-3750,7,24
CG10413,CG10413-PA-2518,4,1
Hmgs,Hmgs-PA-200,3,0
CG9328,CG9328-PA-328,1,0
CG2616,CG2616-PA-286,1,0
CG12539,CG12539-PA-1695,2,0
rtv,rtv-PA-408,294,0
CG11593,CG11593-PB-1369,1,0
CG7759,CG7759-PA-887,2,0
CG8207,CG8207-PA-741,32,22
hpo,hpo-PA-912,2,0
CG4282,CG4282-PA-900,1,0
CG33138,CG33138-PA-1713,49,20
mtSSB,mtSSB-PA-18,2,11
Obp99a,Obp99a-PA-75,719,383
Ugt,Ugt-PA-3867,0,1
Tis11,Tis11-PA-1069,15,12
Rip11,Rip11-PA-1925,6,2
RhoGEF4,RhoGEF4-PA-1751,3,0
Mfap1,Mfap1-PA-360,1,0
zip,zip-PA-4185,2,4
CG6225,CG6225-PA-435,3,0
Aats-glupro,Aats-glupro-PA-1413,1,7
CG32699,CG32699-PA-381,1,0
CG5745,CG5745-PA-1495,1,2
Vinc,Vinc-PA-2046,3,1
CG9548,CG9548-PA-116,353,284
CG31191,CG31191-PA-293,1,0
CG4407,CG4407-PA-453,1,0
MED16,MED16-PA-720,0,3
wts,wts-PA-3081,2,0
CG3280,CG3280-PC-5771,1,0
mbc,mbc-PA-5437,0,1
CG1907,CG1907-PA-380,3,0
Taf11,Taf11-PA-391,8,0
CG3759,CG3759-PA-2856,2,0
dbr,dbr-PB-2994,10,35
CG13204,CG13204-PA-1785,31,22
CG8728,CG8728-PA-1389,71,119
CG34104,CG34104-PA-253,0,6
Cpr11A,Cpr11A-PA-168,5,0
La,La-PA-1062,13,1
Pka-R1,Pka-R1-PAA-441,0,4
CG34408,CG34408-PA-2890,0,1
Pdsw,Pdsw-PA-436,0,99
Brd8,Brd8-PA-1002,1,0
TppII,TppII-PA-2199,17,0
CG9581,CG9581-PA-550,1,0
CG43164,CG43164-PC-793,7,0
msb1l,msb1l-PA-52,0,1
Ext2,Ext2-PA-739,2,0
CG7414,CG7414-PA-1632,0,116
lectin-28C,lectin-28C-PB-695,10,1
CG5555,CG5555-PA-1116,0,1
DOR,DOR-PC-12,0,35
CG3939,CG3939-PA-232,0,3
CG5037,CG5037-PA-291,12,12
CG14891,CG14891-PA-1041,1,0
CG10289,CG10289-PA-2221,1,1
CG18213,CG18213-PB-2409,30,12
ttm50,ttm50-PA-598,3,0
milt,milt-PA-2435,0,50
CG5177,CG5177-PA-207,12,25
CG7920,CG7920-PA-1297,80,73
blos2,blos2-PA-261,10,0
CG5325,CG5325-PA-270,0,1
retn,retn-PA-925,0,1
Mat89Ba,Mat89Ba-PA-1711,11,0
inx3,inx3-PA-378,7,7
Sse,Sse-PA-1871,0,11
CG14215,CG14215-PA-3874,7,11
hbs,hbs-PA-2611,0,1
Ser,Ser-PA-2675,4,0
CG14866,CG14866-PA-282,0,315
Bka,Bka-PA-537,19,35
sxc,sxc-PA-3141,0,9
CG8207,CG8207-PA-210,0,1
mib1,mib1-PA-2959,2,2
Msh6,Msh6-PA-3086,2,22
CG5084,CG5084-PA-105,0,1
Fit2,Fit2-PA-1790,2,0
CG3500,CG3500-PA-232,0,5
Droj2,Droj2-PA-890,15,1
cv-c,cv-c-PA-841,2,0
CG5626,CG5626-PA-535,54,0
CG1273,CG1273-PB-1798,2,0
yip2,yip2-PA-986,1,0
Pi3K59F,Pi3K59F-PA-2349,0,1
RluA-2,RluA-2-PA-127,0,4
CG31469,CG31469-PA-178,3,0
D19B,D19B-PA-1210,4,0
Rme-8,Rme-8-PA-6783,1,1
CG13185,CG13185-PB-9612,0,3
Est-P,Est-P-PA-232,3,0
Cnx99A,Cnx99A-PA-1305,72,0
CG32202,CG32202-PA-139,11,9
CG7627,CG7627-PA-2124,3,2
DNApol-epsilon,DNApol-epsilon-PA-6048,16,0
CG7137,CG7137-PA-921,4,0
CG7372,CG7372-PA-2361,11,5
mys,mys-PA-2284,92,35
CG6847,CG6847-PA-1317,2,0
CG4041,CG4041-PB-429,0,2
CG17364,CG17364-PA-1824,0,6
CG7371,CG7371-PA-943,44,33
CG10561,CG10561-PA-1132,11,7
Ets97D,Ets97D-PA-1182,0,3
CG1317,CG1317-PB-1381,0,3
dally,dally-PA-1197,1,0
fu2,fu2-PA-1375,0,2
CG42514,CG42514-PA-1014,24,33
Pvf1,Pvf1-PA-387,5,3
lola,lola-PD-1569,2,0
CG6051,CG6051-PB-2410,4,6
CG3437,CG3437-PB-790,15,0
Smg5,Smg5-PA-3352,5,8
rdgB,rdgB-PA-636,0,1
nudC,nudC-PA-841,14,0
CG15311,CG15311-PA-1111,0,1
JHDM2,JHDM2-PA-610,4,4
lola,lola-PO-1994,4,0
mask,mask-PA-11560,0,4
CG42357,CG42357-PA-809,9,0
clos,clos-PD-5407,0,1
Aldh-III,Aldh-III-PK-1240,0,1
htl,htl-PA-1911,2,0
CG17019,CG17019-PA-1629,3,3
CG8297,CG8297-PA-207,2,0
Kr-h1,Kr-h1-PA-2220,28,5
imd,imd-PA-138,0,1
Aats-thr,Aats-thr-PA-1308,315,0
CG18788,CG18788-PB-446,1,0
CG34206,CG34206-PA-555,1,0
Den1,Den1-PA-502,11,9
CG9596,CG9596-PB-717,52,156
CG14619,CG14619-PC-233,4,0
l(3)07882,l(3)07882-PA-2150,0,1
CG6613,CG6613-PA-1034,0,4
CG6404,CG6404-PA-1290,18,14
CG4080,CG4080-PA-1300,23,0
CG18004,CG18004-PA-51,0,2
Khc-73,Khc-73-PA-4848,0,5
CG15814,CG15814-PA-503,0,20
CG42669,CG42669-PA-378,30,6
RhoGAP15B,RhoGAP15B-PB-2114,3,0
okr,okr-PA-1716,15,17
NiPp1,NiPp1-PA-1115,4,7
nan,nan-PA-842,0,1
CG13827,CG13827-PA-267,6,11
CG4933,CG4933-PA-777,12,14
CG14757,CG14757-PA-400,2,0
Nf1,Nf1-PB-7471,2,4
CG4619,CG4619-PA-355,6,1
CG7741,CG7741-PA-1100,4,0
CG33232,CG33232-PA-3437,2,2
G-ialpha65A,G-ialpha65A-PA-729,8,0
CG14915,CG14915-PA-189,4,0
MBD-like,MBD-like-PA-907,8,0
CG43308,CG43308-PA-39,0,3
Gadd34,Gadd34-PA-255,0,2
Eip55E,Eip55E-PA-1045,6,3
chif,chif-PA-4422,0,6
CG13344,CG13344-PA-976,0,1
RhoGAPp190,RhoGAPp190-PA-3072,0,3
CG2974,CG2974-PB-225,45,37
CG15087,CG15087-PA-457,4,0
Or67d,Or67d-PA-218,0,2
Srp54k,Srp54k-PA-1446,0,2
CG12862,CG12862-PA-105,1,0
Ppn,Ppn-PC-5320,58,58
CG14258,CG14258-PA-101,4,1
l(2)06496,l(2)06496-PA-525,966,0
Drp1,Drp1-PA-1751,12,11
crl,crl-PA-300,0,1
18w,18w-PA-3739,4,0
wda,wda-PA-2048,3,0
CG1753,CG1753-PA-1423,19,0
Bet1,Bet1-PA-294,64,41
obst-B,obst-B-PA-417,54,143
CG5555,CG5555-PA-982,6,4
bocksbeutel,bocksbeutel-PA-417,0,2
neo,neo-PA-1536,30,0
CG2816,CG2816-PB-85,3,2
poe,poe-PA-3232,5,0
CG11877,CG11877-PA-201,3,0
CG4619,CG4619-PA-957,28,14
ETHR,ETHR-PA-65,1,0
CG32251,CG32251-PA-537,1,0
CG5126,CG5126-PA-1035,6,7
Papss,Papss-PA-1564,2,0
CG16888,CG16888-PA-295,7,0
pall,pall-PA-380,2,0
toe,toe-PA-1582,3,1
Sras,Sras-PA-612,1,0
CG15083,CG15083-PA-420,1,0
CG5190,CG5190-PA-900,9,4
cort,cort-PA-825,35,29
Plap,Plap-PA-1797,3,3
CG42487,CG42487-PA-789,0,12
Smr,Smr-PA-10207,18,0
CG9153,CG9153-PA-370,1,0
WDR79,WDR79-PA-311,0,1
Reg-2,Reg-2-PA-721,52,34
WDR79,WDR79-PA-313,0,2
CG4645,CG4645-PA-412,0,2
Ptp4E,Ptp4E-PA-4275,0,3
lama,lama-PA-1347,0,4
Rrp1,Rrp1-PA-1316,22,0
CG34195,CG34195-PA-618,6,8
Traf4,Traf4-PA-697,3,0
5-HT1A,5-HT1A-PA-139,0,9
Atg4,Atg4-PA-741,3,1
CG43179,CG43179-PA-102,1,0
Eno,Eno-PA-202,60,67
Fmrf,Fmrf-PA-989,1,0
Cep97,Cep97-PB-1527,1,0
CG14476,CG14476-PA-2681,0,3
CG5037,CG5037-PA-746,17,0
Aats-his,Aats-his-PA-666,0,13
CG10703,CG10703-PA-2007,0,7
CG8290,CG8290-PB-3111,7,0
CG7837,CG7837-PA-2761,31,32
GckIII,GckIII-PA-1270,0,1
CG42787,CG42787-PA-151,0,5
CG6241,CG6241-PA-2364,0,126
CG33303,CG33303-PA-859,0,1
CG6488,CG6488-PA-427,5,0
CG12880,CG12880-PA-477,0,96
CG42747,CG42747-PC-856,0,1
N,N-PA-7554,0,22
MED17,MED17-PA-1420,0,5
por,por-PA-930,0,4
CG17660,CG17660-PA-423,0,4
18w,18w-PA-3756,17,0
Mmp1,Mmp1-PC-894,0,2
epsilonCOP,epsilonCOP-PA-748,11,16
Hsp83,Hsp83-PA-351,6,11
mei-41,mei-41-PA-5923,0,2
Brf,Brf-PA-1602,0,2
Msp-300,Msp-300-PB-3840,0,1
CG15168,CG15168-PA-82,0,3
CG4797,CG4797-PA-1221,150,0
nop5,nop5-PA-634,1,0
Rrp1,Rrp1-PA-1299,8,0
Nup62,Nup62-PA-892,7,0
CG14826,CG14826-PA-36,1,0
l(2)35Be,l(2)35Be-PA-313,52,17
CG42668,CG42668-PK-136,3,0
MED16,MED16-PA-2399,55,0
row,row-PA-3513,0,32
Traf6,Traf6-PA-1269,5,5
CG10559,CG10559-PB-505,0,1
CG17019,CG17019-PA-1894,0,2
klar,klar-PA-4096,0,4
CG15087,CG15087-PA-826,0,10
Hrs,Hrs-PA-747,3,0
CG6418,CG6418-PB-1944,0,6
CG18213,CG18213-PB-1383,1,0
inaE,inaE-PA-1224,1,5
cac,cac-PA-3363,0,1
Ank2,Ank2-PF-6296,1,0
Xbp1,Xbp1-PC-186,16,38
l(2)01810,l(2)01810-PA-1215,0,2
TMS1,TMS1-PA-120,1,0
CG9775,CG9775-PD-932,0,8
CG33080,CG33080-PA-1441,2,0
CG3838,CG3838-PA-880,15,1
CG30389,CG30389-PA-96,0,6
Caf1-180,Caf1-180-PB-765,1,5
Csk,Csk-PF-2017,2,0
CG2145,CG2145-PA-1290,26,39
CG14277,CG14277-PA-401,1,6
Strn-Mlck,Strn-Mlck-PB-1029,0,3
CG42284,CG42284-PC-1722,4,0
CG13800,CG13800-PA-1563,3,0
msl-1,msl-1-PA-2278,13,1
fj,fj-PA-267,4,4
vls,vls-PA-270,0,8
CG30410,CG30410-PB-666,7,4
CG17323,CG17323-PA-585,1,0
RhoGAP15B,RhoGAP15B-PB-3753,2,3
CG15073,CG15073-PA-1452,0,2
polo,polo-PA-1329,0,2
CG7692,CG7692-PA-2580,1,0
Esyt2,Esyt2-PA-1285,0,1
CG6568,CG6568-PA-495,0,2
CG10602,CG10602-PB-801,237,0
CG6752,CG6752-PA-232,1,0
CG9682,CG9682-PA-931,0,1
Jarid2,Jarid2-PD-6414,12,7
CG13188,CG13188-PA-901,0,1
D19B,D19B-PA-1977,0,18
Cyp310a1,Cyp310a1-PA-78,7,0
Actr13E,Actr13E-PA-1181,1,0
Spt5,Spt5-PA-3080,73,111
ImpL3,ImpL3-PA-966,31,0
CG33786,CG33786-PA-708,0,3
CG12325,CG12325-PA-2148,13,23
CG10512,CG10512-PA-1143,0,1
CG11529,CG11529-PA-472,1,0
CG15744,CG15744-PA-3510,2,3
ste24a,ste24a-PA-1277,397,0
rn,rn-PD-36,0,1
Pole2,Pole2-PA-994,3,1
CG42232,CG42232-PB-8304,0,4
CG1105,CG1105-PA-223,12,3
CG13801,CG13801-PA-375,0,223
CG3558,CG3558-PA-1510,0,1
l(2)not,l(2)not-PA-231,1,3
CG5274,CG5274-PA-1000,0,6
CG10029,CG10029-PA-491,5,0
Chc,Chc-PA-4999,2,8
CG14881,CG14881-PA-608,1,0
Vha68-2,Vha68-2-PA-942,8,2
CG7376,CG7376-PA-3551,1,0
CG32463,CG32463-PA-738,0,1
CG7739,CG7739-PA-844,13,17
Hsp83,Hsp83-PA-2119,12,17
GlyP,GlyP-PA-1094,5,5
l(2)01810,l(2)01810-PA-794,1,0
CG2256,CG2256-PC-481,2,0
CG5787,CG5787-PA-2583,4,1
Stam,Stam-PA-1566,0,3
CG7466,CG7466-PA-8056,0,5
Updo,Updo-PA-756,6,0
Ptp4E,Ptp4E-PA-4870,0,2
mam,mam-PA-4374,3,0
Gef64C,Gef64C-PA-5418,4,0
CG9953,CG9953-PA-1056,13,39
MED23,MED23-PA-3846,1,0
CG5225,CG5225-PA-954,0,1
sals,sals-PA-1152,3,0
Gint3,Gint3-PB-846,4,0
cdm,cdm-PA-801,0,8
CG4610,CG4610-PA-1620,25,46
Fili,Fili-PC-2183,1,0
janA,janA-PA-139,22,47
olf186-M,olf186-M-PA-245,38,0
Ast-CC,Ast-CC-PB-132,0,1
MCPH1,MCPH1-PA-1779,46,36
CG8712,CG8712-PA-910,8,15
PI4KIIIalpha,PI4KIIIalpha-PC-5169,5,0
Msp-300,Msp-300-PB-22546,0,17
HLH106,HLH106-PA-115,0,1
hrg,hrg-PA-1483,8,2
gatA,gatA-PA-984,2,20
CG18178,CG18178-PA-715,0,127
CG13130,CG13130-PA-180,15,0
Hsc70-2,Hsc70-2-PA-1814,5,0
Tis11,Tis11-PA-1035,4,7
CG1673,CG1673-PA-951,4,0
qless,qless-PA-1063,1,0
Hsp83,Hsp83-PA-1048,3,3
SMSr,SMSr-PA-1326,0,6
CG18558,CG18558-PB-1708,0,1
Ent2,Ent2-PA-94,9,0
CG2750,CG2750-PB-2557,0,1
CG3520,CG3520-PA-3504,16,31
Pvf3,Pvf3-PA-845,0,1
CG18815,CG18815-PA-57,5,0
CG7706,CG7706-PA-1923,0,2
Kr-h1,Kr-h1-PA-1647,17,16
CG6197,CG6197-PA-1008,6,0
Fdxh,Fdxh-PA-441,0,18
CG11089,CG11089-PA-838,0,2
orb2,orb2-PE-1437,1,1
ald,ald-PA-1003,10,1
RpIII128,RpIII128-PA-3062,4,0
CG9231,CG9231-PA-30,2,0
CG34349,CG34349-PC-1153,5,0
CG8531,CG8531-PA-1326,57,40
Irp-1B,Irp-1B-PA-2184,0,18
mahj,mahj-PA-3543,39,32
Glt,Glt-PA-1106,1,0
Egfr,Egfr-PA-3825,22,22
Ir75d,Ir75d-PC-1725,1,0
CG5446,CG5446-PA-61,0,1
CG11836,CG11836-PA-483,3,3
Syx16,Syx16-PA-207,2,0
CG14299,CG14299-PC-6873,6,0
CG9147,CG9147-PA-751,8,19
Cep135,Cep135-PA-2391,0,15
Atg9,Atg9-PA-2190,3,0
l(2)37Cb,l(2)37Cb-PA-2550,10,10
CG10960,CG10960-PB-204,0,1
mu2,mu2-PA-2933,1,0
Klp31E,Klp31E-PA-2005,2,0
CG12263,CG12263-PA-844,3,0
mud,mud-PF-5685,3,10
CG11874,CG11874-PA-1609,0,1
stan,stan-PA-6826,0,1
CG32365,CG32365-PA-961,0,2
CG12393,CG12393-PA-434,1,0
CG33785,CG33785-PA-270,15,0
ed,ed-PA-2346,1,0
kto,kto-PA-6882,0,4
Cpsf73,Cpsf73-PA-1173,2,0
AIF,AIF-PA-668,4,0
CG30005,CG30005-PA-315,0,4
zetaCOP,zetaCOP-PA-171,274,0
CG3294,CG3294-PA-1291,0,41
CG10602,CG10602-PB-784,1,0
CG31413,CG31413-PA-1672,0,8
CG13295,CG13295-PA-842,0,325
Brd8,Brd8-PA-2290,2,3
CG12262,CG12262-PA-345,2,9
CG5789,CG5789-PA-3780,10,3
Ptpa,Ptpa-PA-107,0,3
CG6509,CG6509-PA-5328,12,22
CG16791,CG16791-PA-2562,0,4
sda,sda-PA-3082,2,2
bon,bon-PA-2211,5,0
Spn5,Spn5-PA-138,0,6
CG32368,CG32368-PA-8,4,0
CG11123,CG11123-PA-1638,5,8
CG17211,CG17211-PA-3784,11,3
CG30089,CG30089-PA-3372,0,21
Myt1,Myt1-PA-990,2,0
CG6280,CG6280-PA-2338,0,1
fra,fra-PA-1990,0,6
CG3326,CG3326-PA-129,4,0
CG1578,CG1578-PA-1964,0,2
CG1896,CG1896-PA-508,0,8
CG12861,CG12861-PA-488,0,1
CG34347,CG34347-PB-4246,0,10
CG42321,CG42321-PE-2423,0,1
Patronin,Patronin-PA-4536,19,8
wapl,wapl-PA-2298,0,8
Spn47C,Spn47C-PA-708,2,17
CG12054,CG12054-PB-954,0,3
mars,mars-PA-2638,0,3
Ir8a,Ir8a-PA-2447,1,0
crn,crn-PA-1608,1,0
sofe,sofe-PA-1742,3,0
CG5171,CG5171-PA-681,7,6
CG6051,CG6051-PB-2916,11,17
mbm,mbm-PA-1578,75,65
CG1239,CG1239-PA-654,7,17
CG15124,CG15124-PA-105,1,0
garz,garz-PA-1167,1,0
Sc2,Sc2-PA-436,1,2
Rrp4,Rrp4-PA-671,0,5
tey,tey-PA-1558,0,3
a6,a6-PA-979,29,28
CG9497,CG9497-PA-483,0,9
CG16799,CG16799-PA-48,5,9
CG10561,CG10561-PA-1147,6,0
CG6209,CG6209-PA-83,1,0
CG32702,CG32702-PB-10504,18,35
CG5604,CG5604-PA-6741,3,2
CG12964,CG12964-PB-808,1,0
mod(mdg4),mod(mdg4)-PH-1465,4,0
Lis-1,Lis-1-PA-551,3,0
CG3209,CG3209-PB-456,14,9
cora,cora-PA-3035,2,0
mahj,mahj-PA-2001,1,0
Hrb98DE,Hrb98DE-PA-984,45,23
kst,kst-PA-11073,0,5
l(2)06225,l(2)06225-PD-279,1,0
Ugt37b1,Ugt37b1-PA-650,0,1
lwr,lwr-PA-462,23,51
CG42354,CG42354-PA-673,3,0
Ppat-Dpck,Ppat-Dpck-PA-1450,9,4
CG7369,CG7369-PA-1137,8,0
CG7369,CG7369-PA-1134,0,5
proPO-A1,proPO-A1-PA-2016,10,3
eIF-2beta,eIF-2beta-PA-667,13,0
gammaSnap,gammaSnap-PA-78,11,10
Sap130,Sap130-PA-2373,5,4
mRpL32,mRpL32-PA-504,132,131
CG31728,CG31728-PC-1408,28,53
stumps,stumps-PA-3323,0,2
btsz,btsz-PB-2858,0,1
CG3700,CG3700-PA-345,9,6
lola,lola-PP-2081,1,0
spas,spas-PA-1020,2,0
l(2)08717,l(2)08717-PA-888,3,4
E(z),E(z)-PA-1416,9,12
crm,crm-PA-2514,3,4
CG14857,CG14857-PA-1270,1,0
CG4849,CG4849-PA-1871,3,4
Trc8,Trc8-PA-2301,2,0
RecQ5,RecQ5-PB-3115,54,0
Chi,Chi-PA-1564,84,0
CG9300,CG9300-PA-1678,271,218
msl-1,msl-1-PA-1911,1,0
CycC,CycC-PA-478,1,0
CG8141,CG8141-PA-349,0,1
CG31800,CG31800-PA-480,6,5
Phm,Phm-PA-966,20,35
CG31436,CG31436-PA-906,0,1
Jarid2,Jarid2-PD-6592,3,0
CG42709,CG42709-PA-1227,110,176
CG9286,CG9286-PA-747,7,1
CG15083,CG15083-PA-421,0,2
Abi,Abi-PA-544,0,2
Edem2,Edem2-PA-49,3,5
CG1542,CG1542-PA-213,22,4
CG1317,CG1317-PB-2625,2,0
capu,capu-PA-3153,28,28
GstE1,GstE1-PA-211,229,25
TM4SF,TM4SF-PB-162,0,660
CG3529,CG3529-PB-441,0,2
mod(mdg4),mod(mdg4)-PP-1483,7,0
CG14626,CG14626-PA-536,1,0
Smg1,Smg1-PA-4625,33,0
CG31759,CG31759-PC-943,0,2
Pros25,Pros25-PA-334,0,14
mbl,mbl-PF-1447,2,0
Ino80,Ino80-PA-4878,0,1
CG5104,CG5104-PB-238,1,0
cno,cno-PC-5195,2,0
CG6509,CG6509-PA-5676,115,404
Dgkepsilon,Dgkepsilon-PA-1307,117,0
mad2,mad2-PA-81,0,5
d,d-PA-2017,2,0
RpL34b,RpL34b-PB-192,0,3
CG7441,CG7441-PA-973,1,0
Spt3,Spt3-PA-868,2,0
CG7371,CG7371-PA-286,3,0
CG12009,CG12009-PA-2422,0,1
TepIII,TepIII-PA-3587,1,1
scaf6,scaf6-PA-1078,7,0
CG11178,CG11178-PA-1617,25,33
Cyp310a1,Cyp310a1-PA-1140,0,66
faf,faf-PA-6574,4,3
Pepck,Pepck-PA-1455,8,0
yip2,yip2-PA-1137,0,2
na,na-PD-1524,1,0
Msp-300,Msp-300-PE-23059,0,1
CG9883,CG9883-PA-1130,2,0
CG3590,CG3590-PA-525,5,1
Gmd,Gmd-PA-843,5,7
CG2260,CG2260-PA-1179,106,88
Sply,Sply-PA-1434,0,16
CG6752,CG6752-PA-2518,0,1
Ucp4B,Ucp4B-PA-244,24,32
CG6796,CG6796-PA-744,45,0
CG7154,CG7154-PA-1992,0,1
CG31473,CG31473-PA-213,0,1
CG6163,CG6163-PA-1096,0,5
alphaPS5,alphaPS5-PA-2472,1,0
CG9886,CG9886-PA-1212,8,5
Jarid2,Jarid2-PD-2837,0,1
CG11961,CG11961-PA-724,0,2
MYPT-75D,MYPT-75D-PA-393,0,1
Ir93a,Ir93a-PA-1414,1,1
m,m-PA-1059,0,1
Gp93,Gp93-PA-1564,2,5
Btk29A,Btk29A-PA-1353,18,0
Dl,Dl-PA-2250,7,13
Dys,Dys-PA-7411,3,0
sqz,sqz-PA-213,12,7
CG8449,CG8449-PA-1194,2,3
CG7183,CG7183-PA-1335,5,0
CG5524,CG5524-PA-2229,20,12
Top1,Top1-PA-1005,1,1
CG9062,CG9062-PB-321,9,14
CG14980,CG14980-PB-1018,19,3
CG43164,CG43164-PC-887,0,4
Su(var)2-10,Su(var)2-10-PB-1631,1,0
Sep1,Sep1-PA-478,2,5
Gr43a,Gr43a-PA-402,0,1
CG5623,CG5623-PA-190,0,97
mRpS29,mRpS29-PA-670,14,17
Smg1,Smg1-PA-9255,0,4
CG9331,CG9331-PA-114,11,2
CG7376,CG7376-PA-3568,0,4
l(1)G0196,l(1)G0196-PI-3963,2,1
CG6310,CG6310-PA-484,0,3
garz,garz-PA-3045,7,0
CG7739,CG7739-PA-837,28,10
CG34424,CG34424-PA-48,5,16
CG42342,CG42342-PC-560,0,4
CG7506,CG7506-PA-113,3,0
CG15824,CG15824-PA-4884,1,0
Spn42De,Spn42De-PA-54,54,60
CG7889,CG7889-PA-878,46,30
CG17565,CG17565-PA-1049,53,47
Zasp52,Zasp52-PC-1258,3,0
CG3502,CG3502-PB-2506,10,6
ss,ss-PA-807,1,0
lea,lea-PA-3337,0,1
RhoGAP71E,RhoGAP71E-PD-2318,0,3
CG4785,CG4785-PA-1542,0,1
CstF-64,CstF-64-PA-822,9,0
CG8177,CG8177-PA-2671,1,0
RpLP2,RpLP2-PB-318,5,0
CG15097,CG15097-PA-984,1,0
CG33158,CG33158-PB-1800,1,0
CG18507,CG18507-PA-1527,9,16
slow,slow-PA-130,2,0
U26,U26-PA-2895,2,1
Aats-cys,Aats-cys-PA-654,4,0
CG18213,CG18213-PB-718,6,0
melt,melt-PB-2601,0,7
CG2941,CG2941-PA-2104,0,2
CG8993,CG8993-PA-52,2,3
katanin-60,katanin-60-PA-231,2,0
CG4896,CG4896-PC-2665,10,0
tatl,tatl-PB-619,0,3
mirr,mirr-PA-1608,2,0
RecQ5,RecQ5-PB-2215,0,2
fz3,fz3-PA-892,1,7
CG5835,CG5835-PA-630,0,29
mthl10,mthl10-PA-1515,41,32
Cip4,Cip4-PA-828,0,3
Smc5,Smc5-PE-2878,2,0
CG6841,CG6841-PA-2600,0,64
ihog,ihog-PA-1944,4,0
CG6739,CG6739-PA-1318,0,21
chm,chm-PA-1723,8,23
CG6361,CG6361-PB-832,0,2
CG18048,CG18048-PA-484,12,0
Syx16,Syx16-PA-654,1,0
osa,osa-PA-1641,0,1
Spn6,Spn6-PA-779,0,3
CG4049,CG4049-PA-364,1,0
trr,trr-PC-7190,0,1
CG17230,CG17230-PA-891,3,3
pcm,pcm-PA-2523,0,1
CG31935,CG31935-PA-312,1,0
corn,corn-PB-2298,7,2
Ars2,Ars2-PA-2213,3,0
RpS14a,RpS14a-PA-384,0,1
lectin-46Ca,lectin-46Ca-PA-750,1,0
CG17360,CG17360-PA-2347,1,0
Gef26,Gef26-PA-3931,0,2
pgant5,pgant5-PA-1829,8,0
CG4662,CG4662-PA-834,1,0
CG12333,CG12333-PA-1264,11,1
Pi3K59F,Pi3K59F-PA-2620,26,8
CG11396,CG11396-PA-798,0,18
CG5664,CG5664-PA-2088,1,0
CG4554,CG4554-PA-7869,0,19
psh,psh-PA-292,1,0
wg,wg-PA-159,0,1
CG4165,CG4165-PA-3268,1,0
